#,Song,Artist,Genres,Album,Album Date
829,"Mátame Please, Carita Feliz",Diego Lorenzini,latin indie,"Mátame Please, Carita Feliz",2020-08-14
830,Eres Tú,Carla Morrison,latin indie,Déjenme Llorar,2012-03-27
831,Una Vez Más,Ximena Sariñana,"latin indie, mexican indie, latin alternative",Una Vez Más,2020-04-30
832,Tú,maye,"latin indie, latin alternative",Tú,2019-09-06
833,Amor Eterno,Vanessa Zamora,"latin indie, mexican indie, latin alternative, latin r&b",Amor Eterno,2016-08-19
834,Sí Po',Diego Lorenzini,latin indie,De Algo Hay Que Morir,2019-08-30
835,dame tu amor,ARIEL,"latin indie, mexican indie",dame tu amor,2020-08-21
836,Serotonina,"Simón Campusano, Diego Lorenzini",latin indie,Serotonina,2018-09-23
837,Pintura,Patio Solar,"latin indie, mexican indie",Temporada,2015-01-14
838,Me Enculé,Duck Fizz,"mexican indie, latin indie",Me Enculé,2019-03-15
839,Toca Madera,Los Wálters,"latin indie, latin alternative, mexican indie",#ponteelcasco,2013-04-15
840,Durmiendo en el Parque,Niños Del Cerro,"latin indie, neo-psychedelic",Durmiendo en el Parque,2020-01-10
841,Fuegos Artificiales,Simón Campusano,latin indie,Fuegos Artificiales,2020-10-02
842,"Flores, Labios, Dedos",Niños Del Cerro,"latin indie, neo-psychedelic",Lance,2018-08-31
843,Beso,Jósean Log,"mexican indie, latin indie",Háblate de Mí,2016-10-14
844,Locos,León Larregui,"rock en español, mexican indie, latin indie, latin alternative",Voluma,2016-03-11
845,Sin Morir,Fabiancito,latin indie,Casa Pepe,2020-01-17
847,Isla,Bandalos Chinos,"latin indie, mexican indie, latin alternative",Isla,2016-09-09
848,Calma,Los Wálters,"latin indie, latin alternative, mexican indie",Caramelo,2018-06-14
849,nadie me cae bien,"Little Jesus, Jesse Baez","mexican indie, latin indie, latin alternative, latin r&b",nadie me cae bien,2021-08-27
850,Golden Choice,Little Jesus,"mexican indie, latin indie, latin alternative",Río Salvaje,2016-06-17
851,Fluir,Jardín,"mexican indie, latin indie, latin alternative",Todo Es Temporal,2015-11-25
852,Malas Amistades,Vanessa Zamora,"latin indie, mexican indie, latin alternative, latin r&b",Tornaluna,2018-10-05
853,Mayagüez,Los Wálters,"latin indie, latin alternative, mexican indie",Isla Disco,2016-10-27
854,Ojos Negros,"Paula Cendejas, Girl Ultra","latin r&b, latin indie",Ojos Negros,2020-09-09
855,¿Qué Tiene?,Ximena Sariñana,"latin indie, mexican indie, latin alternative",¿Dónde Bailarán Las Niñas?,2019-03-01
856,Áfrika,CLUBZ,"latin indie, mexican indie, latin alternative",Destellos,2018-09-28
857,muero x ti,"Noah Pino Palo, CLUBZ","latin indie, mexican indie, latin alternative",muero x ti,2020-03-20
858,Vámonos De Viaje,Bandalos Chinos,"latin indie, mexican indie, latin alternative",BACH,2018-01-01
859,Más Allá Del Sol,Manuel Bonilla,"christian, lullaby",Mas Allá Del Sol,2014-04-09
860,Rayito de Luna,Los Panchos,bolero,15 Exitos Inmortales,2016-08-20
861,En Mi Viejo San Juan (with Javier Solís),"Los Panchos, Javier Solís","bolero, ranchera, mariachi, música mexicana",Dos Idolos Cantando,1959-01-01
862,Nosotros,"Eydie Gormé, Los Panchos",bolero,Canta En Español Con Los Panchos,1964-01-01
863,La Flor de la Canela (with Joaquín Sabina),"Maria Dolores Pradera, Joaquín Sabina","bolero, trova, latin folklore, ranchera, singer-songwriter, nueva trova",La Colección Definitiva,2017-12-01
864,Amarraditos,Maria Dolores Pradera,"bolero, trova, latin folklore, ranchera",Amarraditos,1967-06-14
865,Historia de un Amor,"Eydie Gormé, Los Panchos",bolero,Canta En Español Con Los Panchos,1964-01-01
866,Piel Canela,"Eydie Gormé, Los Panchos",bolero,Canta En Español Con Los Panchos,1964-01-01
867,El reloj - Remastered,Los Panchos,bolero,"Directo al corazón, Vol. 2 (Remastered)",2014-07-07
868,Sabor a Mí,"Eydie Gormé, Los Panchos",bolero,Canta En Español Con Los Panchos,1964-01-01
869,Bésame Mucho,Los Panchos,bolero,Historia De Un Amor,1960-01-01
870,Cuando Calienta El Sol,Luis Miguel,"mariachi, bolero, latin pop, ranchera, villancicos",Soy Como Quiero Ser,1987-07-15
871,Ahora Te Puedes Marchar,Luis Miguel,"mariachi, bolero, latin pop, ranchera, villancicos",Soy Como Quiero Ser,1987-07-15
872,"Te lo agradezco, pero no (feat. Shakira)","Alejandro Sanz, Shakira",latin pop,Coleccion definitiva (Deluxe),2011-11-11
873,Mi Historia Entre Tus Dedos,Gianluca Grignani,"rock en español, italian singer-songwriter",Destino Paraiso,1995-01-01
874,Obsesion,"Aventura, Judy Santos",bachata,We Broke The Rules,2002-06-01
875,¿Con Quién Se Queda El Perro?,Jesse & Joy,latin pop,¿Con Quién Se Queda El Perro?,2011-12-06
876,Humanos a Marte,Chayanne,latin pop,En Todo Estaré (Deluxe Edition),2014-08-25
877,Colgando en tus manos (con Marta Sánchez),"Carlos Baute, Marta Sánchez",latin pop,De mi puño y letra - Edicion Coleccionista,2009-01-01
878,Mientes,Camila,latin pop,Dejarte De Amar,2010-02-09
879,Color Esperanza,Diego Torres,"latin pop, colombian pop",Un Mundo Diferente,2001-10-31
880,Me Dediqué a Perderte,Alejandro Fernández,"mariachi, ranchera, latin pop, bolero",Alejandro Fernandez 15 Años De Exitos,2003-05-09
881,A Dios Le Pido,Juanes,"latin pop, colombian pop, rock en español",Un Día Normal,2002-01-01
882,Por Hacerme el Bueno,Bacilos,"colombian pop, latin pop",Por Hacerme el Bueno,2017-09-22
883,Me Cuesta Tanto Olvidarte,Mecano,"rock en español, latin pop","Ana, Jose, Nacho (TF1 Co-Production)",1998-03-30
884,Todo Cambió,Camila,latin pop,Todo Cambio,2006-01-01
885,Duele El Amor,"Aleks Syntek, Ana Torroja","latin pop, rock en español",Mundo Lite,2004-01-01
886,Volverte A Ver,Juanes,"latin pop, colombian pop, rock en español",Mi Sangre,2004-01-01
887,Caraluna,Bacilos,"colombian pop, latin pop",Grandes Exitos,2006-05-23
888,La flaca,Jarabe De Palo,"rock en español, latin rock, latin alternative",La Flaca,1996-01-01
889,Morenamía (Dueto 2007),"Miguel Bosé, Julieta Venegas","latin pop, latin rock",Papito (Deluxe),2007-01-01
890,La Muralla Verde,Los Enanitos Verdes,"rock en español, latin rock, argentine rock, mexican rock, latin alternative",Originales - 20 Exitos,1986-01-01
891,Banana Boat (Day-O),Harry Belafonte,calypso,Calypso,1956-01-01
892,Get It On The Floor,"DMX, Swizz Beatz","east coast hip hop, old school hip hop, hardcore hip hop",Grand Champ,2003-01-01
893,X Gon' Give It To Ya,DMX,"east coast hip hop, old school hip hop, hardcore hip hop",The Best Of DMX,2010-01-01
894,Juicy - 2005 Remaster,The Notorious B.I.G.,"old school hip hop, gangster rap, east coast hip hop, hip hop",Ready to Die (The Remaster),1994-09-13
895,Big Poppa - 2005 Remaster,The Notorious B.I.G.,"old school hip hop, gangster rap, east coast hip hop, hip hop",Ready to Die (The Remaster),1994-09-13
896,Hypnotize - 2007 Remaster,The Notorious B.I.G.,"old school hip hop, gangster rap, east coast hip hop, hip hop",Greatest Hits,2007-03-02
898,Let's Groove,"Earth, Wind & Fire","funk, disco",Raise!,1981-11-14
901,Music Sounds Better With You,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",french house,Music Sounds Better With You,1998-07-20
903,Canned Heat,Jamiroquai,acid jazz,Synkronized,1999-06-08
904,September,"Earth, Wind & Fire","funk, disco","The Best Of Earth, Wind & Fire Vol. 1",1978-11-23
905,Beautiful Now,"Zedd, Jon Bellion",edm,True Colors,2015-05-15
906,Reality,"Lost Frequencies, Janieck Devy",tropical house,Less Is More,2016-10-21
907,Are You With Me - Radio Edit,Lost Frequencies,tropical house,Less Is More,2016-10-21
908,All The Rage Back Home,Interpol,"indie rock, post-punk",El Pintor,2014-09-08
910,Evil,Interpol,"indie rock, post-punk",Antics,2004-09-27
911,Chinatown,Jets To Brazil,"emo, midwest emo",Orange Rhyming Dictionary,1998-10-27
914,I Ran (So Far Away) - Single Edit,A Flock Of Seagulls,"new wave, synthpop",Grand Theft Auto Vice City OST (Greatest Hits),2002-11-26
916,Twist,Brenky,"lo-fi hip hop, lo-fi, lo-fi beats",Previsão,2018-06-08
917,forest,jhfly,"lo-fi, lo-fi hip hop, lo-fi beats","thoughts, feelings, concerns ep",2016-02-01
918,Loveletters,Kavv,"lo-fi, lo-fi beats, lo-fi hip hop, jazz beats",Autumn,2018-03-20
919,Early Spring,".Sinh, Masego","lo-fi beats, lo-fi hip hop, lo-fi",Early Spring,2017-07-13
920,it's just a blur,Sky.High,"lo-fi, lo-fi hip hop",it's just a blur,2017-10-24
921,intro,"Flavors, Two Sleepy","lo-fi hip hop, lo-fi, lo-fi beats, jazz beats",roses [beat tape],2017-11-09
922,'67 Mustang Pt.2,Dweeb,"lo-fi, lo-fi beats, lo-fi hip hop",'67 Mustang,2018-09-28
923,Sharing an Umbrella,Hentaidesu,"lo-fi, lo-fi beats",Futari,2018-03-21
924,lily,eevee,"lo-fi, lo-fi hip hop, lo-fi beats",ep unexpected,2016-12-01
925,Perspective,Barnes Blvd.,"lo-fi beats, lo-fi, lo-fi hip hop",Chillhop Daydreams,2018-08-08
926,in your arms,Saib,"lo-fi, lo-fi beats, jazz house, lo-fi hip hop, jazz beats",in your arms,2018-03-08
927,"Schools out, Lets Go Get Some Ice Cream",Through & Through,"lo-fi beats, lo-fi, lo-fi hip hop","Schools out, Lets Go Get Some Ice Cream",2017-04-12
928,Summer Whisper,Tomppabeats,"lo-fi, lo-fi hip hop, lo-fi beats, vaporwave",Harbor,2016-05-06
929,Girl at the Bus Stop,Jinsang,"lo-fi, lo-fi hip hop, lo-fi beats",Gratitude.,2015-01-06
930,My Friends.,Barnes Blvd.,"lo-fi beats, lo-fi, lo-fi hip hop",Last Summer,2018-05-08
931,You're Cute,Tomppabeats,"lo-fi, lo-fi hip hop, lo-fi beats, vaporwave",Harbor,2016-05-06
932,Peppermint Tea,Chance Thrash,lo-fi,Tea Time,2017-09-13
933,Home,Chance Thrash,lo-fi,Tea Time,2017-09-13
934,hush hush,"potsu, tenpō, Chance Thrash",lo-fi,sidewalk safari,2020-04-29
935,Chamomile Tea,Chance Thrash,lo-fi,Tea Time,2017-09-13
936,Peaach Tea ft Vivian Tran,"Chance Thrash, Vivian Tran",lo-fi,Peaach Tea ft Vivian Tran,2017-11-05
937,The tape says - Bossawave,"Cabro Artico, Bossawave","city pop, vaporwave",Porto Sirena,2021-02-18
938,Pocket Jazz,Cabro Artico,"city pop, vaporwave",Porto Sirena,2021-02-18
939,Porto Sirena,Cabro Artico,"city pop, vaporwave",Porto Sirena,2021-02-18
940,Crisálida,"Cabro Artico, Komorebi Dúo","city pop, vaporwave",Porto Sirena,2021-02-18
941,Ding! Dong!,Cabro Artico,"city pop, vaporwave",Porto Sirena,2021-02-18
942,Brief Intermission,Cabro Artico,"city pop, vaporwave",Porto Sirena,2021-02-18
943,Morning Mist Resort,"Saito, Lester Nowhere, HM Surf","lo-fi hip hop, lo-fi, lo-fi beats",Glidin' Along,2018-01-30
944,Marvin Sandia,Cabro Artico,"city pop, vaporwave",Porto Sirena,2021-02-18
945,Nada en mente,Cabro Artico,"city pop, vaporwave",Porto Sirena,2021-02-18
946,Clouds,Pabzzz,"jazz beats, jazz rap, lo-fi beats, lo-fi, lo-fi hip hop",A Cup of Lofi #1,2018-02-13
947,Sireno,"Cabro Artico, Grace Caracol","city pop, vaporwave, latin indie",Porto Sirena,2021-02-18
948,Late Night Earl Grey,Chance Thrash,lo-fi,Late Night Earl Grey,2017-11-30
949,A Girl On The Train,Chance Thrash,lo-fi,A Girl On The Train,2018-04-19
950,Under the Trees,Blvk,"lo-fi, lo-fi hip hop, lo-fi beats",Beat Batch #3,2017-09-16
951,forest,Milkz,"lo-fi hip hop, lo-fi, lo-fi beats, jazz beats",Digital Nomad,2019-07-04
952,try,Brenky,"lo-fi hip hop, lo-fi, lo-fi beats",[Autu] : [Wintu],2018-12-07
953,Balance,Cat Paw,"lo-fi beats, lo-fi, lo-fi hip hop",Balance,2018-06-12
954,Lights,Joe Corfield,"lo-fi beats, lo-fi hip hop, lo-fi, jazz rap",Patterns,2018-09-10
955,Soul Mates,"Jazzinuf, Etymology Records","lo-fi, lo-fi beats, jazz beats",Soul Mates,2020-01-01
956,Distractions,jrd.,"lo-fi, lo-fi hip hop, lo-fi beats",Genesis,2018-03-17
957,Healing Spell,Ibrahim,lo-fi,Healing Spell,2021-04-07
958,At the Bridge,Ibrahim,lo-fi,Cinnamon,2017-01-20
959,Snowfall,Ibrahim,lo-fi,Cinnamon,2017-01-20
960,In Search of Splintered Memories,Ibrahim,lo-fi,Recharge,2019-01-09
961,Dancing in the Scintillation,Ibrahim,lo-fi,Dancing in the Scintillation,2017-10-13
962,Quiet Dreams of Crowns and Metamorphosis,Ibrahim,lo-fi,Quiet Dreams of Crowns and Metamorphosis,2017-12-18
963,Land of Petals,Ibrahim,lo-fi,Recharge,2019-01-09
964,Bullet Train Fantasy,"Ibrahim, Luvbird",lo-fi,Bullet Train Fantasy,2018-08-07
965,A World at Peace,Ibrahim,lo-fi,A World at Peace,2017-08-21
966,Thoughts,Cabro Artico,"city pop, vaporwave",Plaza viva,2020-05-29
967,Neo Tokyo Paradise - Slow Version,Cabro Artico,"city pop, vaporwave",Plaza viva,2020-05-29
968,Feeling Blue,"Cabro Artico, Winters of Blue","city pop, vaporwave",Plaza viva,2020-05-29
969,just us,aimless,"lo-fi hip hop, lo-fi, lo-fi beats",for you,2017-08-04
970,Daydream,"Cabro Artico, Alfredo Tauber","city pop, vaporwave",Plaza viva,2020-05-29
971,Limited,Kudasaibeats,"lo-fi, lo-fi hip hop, lo-fi beats",Limited,2019-07-06
972,Riverside Samba,Cabro Artico,"city pop, vaporwave",Plaza viva,2020-05-29
974,Beach Night,Kavv,"lo-fi, lo-fi beats, lo-fi hip hop, jazz beats",Upbeat August,2018-08-02
975,Tamashi,Cabro Artico,"city pop, vaporwave",Plaza viva,2020-05-29
976,reflection,samashi,lo-fi,Oldschool Memories,2018-06-20
977,Plaza Viva,"Cabro Artico, Matis Huaiquiflou","city pop, vaporwave",Plaza viva,2020-05-29
978,Torture Me (feat. Skrillex),"100 gecs, Skrillex","hyperpop, glitch, dubstep, edm, electro, electronic",Snake Eyes,2022-12-02
979,Runaway,100 gecs,"hyperpop, glitch",Snake Eyes,2022-12-02
980,Hey Big Man,100 gecs,"hyperpop, glitch",Snake Eyes,2022-12-02
981,800 db cloud,"100 gecs, Laura Les, Dylan Brady","hyperpop, glitch",1000 gecs,2019-05-31
982,745 sticky,"100 gecs, Laura Les, Dylan Brady","hyperpop, glitch",1000 gecs,2019-05-31
983,mememe,100 gecs,"hyperpop, glitch",mememe,2021-11-19
984,hand crushed by a mallet,"100 gecs, Laura Les, Dylan Brady","hyperpop, glitch",1000 gecs,2019-05-31
985,Haunted,Laura Les,"hyperpop, glitch",Haunted,2021-03-12
986,movinglikeazombie - remix,"ericdoa, umru, SEBii, angelus, kmoe, Lewis Grant, savepoint, Tony Velour, emotegi, d0llywood1, 4kmirage","hyperpop, glitch",movinglikeazombie (remix),2020-11-04
987,Jugaste y Sufrí,"Eslabon Armado, DannyLux","corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos, electro corridos",Corta Venas,2020-12-18
988,Natural,Sol Flamingo,"mexican indie, latin indie, latin alternative",Natural,2016-08-23
989,#Éramos Novios,Mi Sobrino Memo,"mexican indie, latin indie",Somos Amigos,2019-06-14
990,Cien Años,"Mi Sobrino Memo, Daniel Dennis","mexican indie, latin indie",Cien Años,2018-04-17
991,Si Nos Dejan,"Daniel, Me Estás Matando, Mi Sobrino Memo","bolero, mexican indie, latin indie",Si Nos Dejan,2020-01-01
992,Soñé Contigo,"Carlos Sadness, Marco Mares","latin indie, mexican indie",Soñé Contigo,2020-04-09
993,Piel Canela,Mi Sobrino Memo,"mexican indie, latin indie",Piel Canela,2017-09-25
994,Gato de Noche,"Ñengo Flow, Bad Bunny","reggaeton, trap latino, urbano latino, latin",Gato de Noche,2022-12-22
995,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA","reggaeton, trap latino, urbano latino, latin",EL ÚLTIMO TOUR DEL MUNDO,2020-11-27
996,Otra Noche en Miami,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",X 100PRE,2018-12-23
997,Volví,"Aventura, Bad Bunny","bachata, reggaeton, trap latino, urbano latino, latin",Volví,2021-08-03
998,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas","reggaeton, trap latino, urbano latino, latin, latin pop, latin rock",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05
999,Yonaguni,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",Yonaguni,2021-06-04
1000,No Te Enamores,Paloma Mami,"chilean trap, reggaeton chileno",No Te Enamores,2018-12-21
1001,Medusa,"JHAYCO, Anuel AA, J Balvin","reggaeton, trap latino, urbano latino, latin",Medusa,2020-02-05
1002,MALA SANTA,Becky G,"reggaeton, latin",MALA SANTA,2019-10-18
1004,TKN (feat. Travis Scott),"ROSALÍA, Travis Scott","latin, rap",TKN (feat. Travis Scott),2020-05-28
1005,Calma - Remix,"Pedro Capó, Farruko","latin pop, latin, reggaeton, trap latino",Calma (Remix),2018-10-05
1006,Inocente,Myke Towers,"reggaeton, trap latino, urbano latino",Inocente,2019-06-25
1007,6 AM,"J Balvin, Farruko","reggaeton, latin, trap latino",La Familia,2013-09-29
1008,El Perdón (with Enrique Iglesias),"Nicky Jam, Enrique Iglesias","reggaeton, latin, latin pop",Fénix,2017-01-20
1009,Yo Perreo Sola,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",YHLQMDLG,2020-02-29
1010,Krippy Kush,"Farruko, Bad Bunny, Rvssian","reggaeton, trap latino, urbano latino, latin",TrapXficante,2017-09-15
1011,No Me Conoce - Remix,"JHAYCO, J Balvin, Bad Bunny","reggaeton, trap latino, urbano latino, latin",Famouz,2019-05-24
1012,Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny","reggaeton, latin, trap latino, urbano latino",Soltera (Remix),2019-05-10
1013,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna","latin, reggaeton, trap latino, urbano latino","Yo x Ti, Tu x Mi",2019-08-15
1014,Vamo a Busal,Jowell & Randy,"reggaeton, urbano latino",Vamo a Busal,2014-12-13
1015,Solo de Mi,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",Solo de Mi,2018-12-14
1016,La Cama,"Lunay, Myke Towers","reggaeton, trap latino, urbano latino",Épico,2019-10-25
1017,Si Estuviésemos Juntos,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",X 100PRE,2018-12-23
1019,Fantasía,Ozuna,"reggaeton, trap latino, latin, urbano latino",Nibiru,2019-11-29
1020,Hasta Que Salga el Sol,Ozuna,"reggaeton, trap latino, latin, urbano latino",Nibiru,2019-11-29
1021,Otra Vez (feat. J Balvin),"Zion & Lennox, J Balvin","reggaeton, latin",Motivan2,2016-09-30
1022,El Efecto,"Rauw Alejandro, Chencho Corleone","reggaeton, urbano latino, trap latino, latin",El Efecto,2019-03-15
1023,Sigo Extrañándote,J Balvin,"reggaeton, latin",Energía,2016-06-24
1024,Suavemente,Elvis Crespo,"merengue, latin dance, salsa, latin",Suavemente...Los Exitos,2008-10-14
1025,Suavecito Suavecito,Laura Leon,"cumbia, cumbia sonidera",15 Éxitos,1997-01-01
1026,Cómo Te Voy A Olvidar,Los Ángeles Azules,"cumbia, cumbia sonidera, salsa",Inolvidables,1996-01-01
1027,就寝御礼,PSYQUI,"future bass, j-pop, japanese indie",STYLEY! vol.2,2018-10-28
1028,サック,IGLOOVY,j-r&b,サック,2021-06-16
1031,Viento de Noviembre,Dúo Niágara,latin indie,Duo Niágara,2015-01-01
1032,Bombay,El Guincho,drill,Pop Negro,2010-09-13
1033,Soca del Eclipse,El Guincho,drill,Pop Negro,2010-09-13
1034,No Pude,Los Animales También Se Suicidan,"latin indie, mexican indie",Balneario,2019-04-12
1035,Mi Chica,Los Reyes del Falsete,"latin indie, latin alternative, mexican indie",La Fiesta de la Forma,2009-09-29
1036,Pum Pum Pum,Temple Sour,"spanish-language reggae, reggae",Pasajeros,2018-01-25
1037,Barcos ebrios,La Madre Tirana,latin indie,La Madre Tirana II,2017-02-27
1038,El Amor Ya Va a Llegar,Bestia Bebé,"latin indie, latin rock, argentine rock",Las Pruebas Destructivas,2017-11-03
1039,Bla Bla Bla,Jumbo,"rock en español, mexican rock, latin alternative, mexican indie, latin rock",Alto al Fuego,2011-02-04
1041,Fragancia,Los Wálters,"latin indie, latin alternative, mexican indie",Fragancia,2018-12-24
1042,Ciudades de Noche,Rubytates,"mexican indie, latin indie, latin alternative",Ciudades de Noche,2018-02-09
1043,Amor De Verano,"Vacación, Adanowsky","latin indie, mexican indie, latin folk, latin alternative",Tiempo Compartido,2019-10-25
1044,Jacaranda,Jósean Log,"mexican indie, latin indie",Jacaranda,2018-03-23
1045,En Cantos,"iLe, Natalia Lafourcade","latin indie, latin alternative, latin folk, bolero, latin folklore",En Cantos,2020-04-23
1047,Departamento,"Bandalos Chinos, Adan Jodorowsky","latin indie, mexican indie, latin alternative",Departamento,2019-08-02
1048,Quiero,"Walter Esaú, Las Nieves de Enero, Jesús Antonio López Guerrero","mexican indie, latin indie, bolero",Quiero,2016-08-01
1049,Flaquita,Marco Mares,"mexican indie, latin indie",Estas Canciones Me Recuerdan a Ti,2019-05-31
1050,No Sé Decirte No,Marco Mares,"mexican indie, latin indie",Estas Canciones Me Recuerdan a Ti,2019-05-31
1051,kokoro no sekai,Ichiko Aoba,"japanese indie, shibuya-kei",Kamisori Otome,2010-01-20
1052,iam POD (0%),Ichiko Aoba,"japanese indie, shibuya-kei",０,2013-10-23
1053,ゆらゆら,YeYe,japanese indie,MOTTAINAI,2017-11-08
1054,oyasumi,mamerico,"japanese indie, shibuya-kei",minuscule,2011-09-13
1055,6号室,Lamp,"shibuya-kei, japanese indie, city pop",ゆめ,2014-02-05
1056,For Lovers,Lamp,"shibuya-kei, japanese indie, city pop",For Lovers,2004-02-11
1057,Behind The Moon Shadow,Lamp,"shibuya-kei, japanese indie, city pop",For Lovers,2004-02-11
1058,儚き春の一幕,Lamp,"shibuya-kei, japanese indie, city pop",ランプ幻想,2008-12-03
1059,ゆめうつつ,Lamp,"shibuya-kei, japanese indie, city pop",ランプ幻想,2008-12-03
1060,Solo Pienso En Eso,Los Romanticos de Zacatecas,"mexican indie, latin indie, mexican rock, latin alternative, rock en español",Solo Pienso En Eso,2020-12-11
1061,Corazonada,Los Romanticos de Zacatecas,"mexican indie, latin indie, mexican rock, latin alternative, rock en español",Corazonada,2014-06-27
1062,Muchacha,Los Romanticos de Zacatecas,"mexican indie, latin indie, mexican rock, latin alternative, rock en español",Muchacha,2010-06-25
1063,A un minuto de ti,Mikel Erentxun,"rock en español, latin rock",Naufragios,1992-01-01
1064,San Miguel,La Gusana Ciega,"rock en español, mexican rock, latin alternative, mexican indie, latin rock",Monarca,2014-07-01
1065,Lo Que Quieras de Mí,Odisseo,"mexican indie, latin indie, latin alternative, latin rock, mexican rock, rock en español",Cambio Estacional,2018-09-28
1066,Tqm,"Little Jesus, Elsa y Elmar, Ximena Sariñana","mexican indie, latin indie, latin alternative",Río Salvaje,2017-04-07
1067,Únicos,Siddhartha,"mexican indie, latin indie, latin alternative, rock en español",Únicos,2016-09-23
1068,Califórnica,La Gusana Ciega,"rock en español, mexican rock, latin alternative, mexican indie, latin rock",Monarca,2014-07-01
1069,Ven Aquí,Los Bunkers,"latin rock, rock en español, latin alternative",Vida de Perros,2007-03-21
1070,Loco,"Siddhartha, Caloncho","mexican indie, latin indie, latin alternative, rock en español",El Vuelo del Pez,2014-01-14
1071,Viernes,DLD,"rock en español, mexican rock, mexican indie",Primario,2012-09-18
1072,Todavía Te Alcanzo a Ver,Canseco,"mexican indie, mexican rock, latin indie",El Tiempo y la Ciudad,2007-01-01
1073,Químicos,Little Jesus,"mexican indie, latin indie, latin alternative",Norte,2013-12-17
1074,Azul,Little Jesus,"mexican indie, latin indie, latin alternative",Norte,2013-12-17
1076,let's go picnic,george,k-ballad,cassette,2018-07-06
1077,gold (Feat. Dean),"offonoff, DEAN",k-rap,boy.,2017-07-24
1079,Feliz,Elis Paprika,"mexican indie, mexican rock, latin indie",Maldito,2016-07-29
1080,Luminosidad,Delfina Campos,latin indie,Luminosidad,2019-06-21
1081,Pinamar,Daniela Spalla,"latin indie, mexican indie, latin alternative",Camas Separadas,2018-09-21
1082,Difícil,Terno Rei,"nova mpb, brazilian rock",Difícil,2022-02-15
1083,Dias da Juventude,Terno Rei,"nova mpb, brazilian rock",Dias da Juventude,2022-01-18
1084,Eu Te Odeio,Carne Doce,nova mpb,Princesa,2016-08-24
1085,Saia,Não ao Futebol Moderno,shoegaze,Vida Que Segue,2016-08-10
1087,Leve,PLUMA,nova mpb,Leve,2020-08-21
1088,Janeiro,Não ao Futebol Moderno,shoegaze,Vida Que Segue,2016-08-10
1089,Onda Negra,Boogarins,"neo-psychedelic, nova mpb, psychedelic rock",Lá Vem a Morte,2017-06-09
1090,San Lorenzo,Boogarins,"neo-psychedelic, nova mpb, psychedelic rock",Manual,2015-10-30
1091,Yoko,Terno Rei,"nova mpb, brazilian rock",Violeta,2019-02-01
1092,Dia Lindo,Terno Rei,"nova mpb, brazilian rock",Violeta,2019-02-01
1093,Foimal,Boogarins,"neo-psychedelic, nova mpb, psychedelic rock",Lá Vem a Morte,2017-06-09
1094,São Paulo,Terno Rei,"nova mpb, brazilian rock",Violeta,2019-02-01
1095,Amor Verdade,Maria Beraldo,nova mpb,Cavala,2018-05-30
1096,Estava Ali,Terno Rei,"nova mpb, brazilian rock",Violeta,2019-02-01
1097,Doce,Boogarins,"neo-psychedelic, nova mpb, psychedelic rock",As Plantas Que Curam,2013-01-01
1098,Solidão de Volta,Terno Rei,"nova mpb, brazilian rock",Violeta,2019-02-01
1099,Artemísia,Carne Doce,nova mpb,Princesa,2016-08-24
1100,Cum on Feel the Noize,Quiet Riot,"glam metal, hard rock, glam rock",Metal Health,1983-01-01
1101,You Could Be Mine,Guns N' Roses,"rock, glam metal, hard rock, classic rock",Use Your Illusion II,1991-09-18
1102,Blitzkrieg Bop - 2016 Remaster,Ramones,"punk, proto-punk",Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),1976-04-23
1103,(I Can't Get No) Satisfaction - Mono,The Rolling Stones,"classic rock, rock",Out Of Our Heads,1965-07-30
1104,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,"classic rock, rock",Beggars Banquet (50th Anniversary Edition),1968-12-06
1105,Good Times Bad Times - 1993 Remaster,Led Zeppelin,"classic rock, rock, hard rock, rock and roll",Led Zeppelin,1969-01-12
1106,Black Smoke Rising,Greta Van Fleet,rock,From The Fires,2017-11-10
1107,Chamber Of Reflection,Mac DeMarco,"indie, lo-fi indie",Salad Days,2014-04-01
1108,Ninguém Perguntou por Você,Letrux,nova mpb,Letrux em Noite de Climão,2017-07-10
1109,Flerte Revival,Letrux,nova mpb,Letrux em Noite de Climão,2017-07-10
1111,Aitaiwa,iri,"j-r&b, j-pop, japanese indie, j-rap, city pop",2016-2020,2021-10-27
1112,Vamp Anthem,Playboi Carti,rage rap,Whole Lotta Red,2020-12-25
1113,R.I.P.,Playboi Carti,rage rap,Die Lit,2018-05-11
1114,Rapp Snitch Knishes,"MF DOOM, Mr. Fantastik","experimental hip hop, east coast hip hop, jazz rap, alternative hip hop",MM..FOOD,2004-11-16
